,ID,Name,Zipcode,Latitude,Longitude,Price,Rating
0,Hemx-c3YwkGMfnYYQhiGCA,Blaze Fast-Fire'd Pizza,61761,40.50994,-88.9548499,$,4.0
1,BW1FiPHV0DxesiFWV844Mw,Fort Jesse Cafe,61761,40.51733,-88.95681,$,4.5
2,hsu8GAyDE6RIl54EV03fbg,DESTIHL Restaurant & Brew Works,61761,40.505893,-88.95829,$$,4.0
3,jlA3bQIuB4bOFo9_cqeAgA,Original Pancake House,61761,40.50891,-88.95393,$,4.0
4,xr_bXaQpArpFtgTiA9TYrQ,Kroger,61761,40.5105049,-88.9572731,$,3.0
5,hwZ8h_lhRkPpPizaWrrN_Q,Flat Top Grill,61761,40.506521383829,-88.955465436209,$$,3.5
6,XROaWZaTJkDTzgioUI1Wzg,Great Wall,61761,40.5109215,-88.9591217,$,3.0
7,4kUMP6fVfynS943MTZQ1iA,Starbucks,61761,40.506566,-88.955138,$$,2.5
8,MJJZKQ8KV8op9oc_zRZr2A,Panera Bread,61761,40.513545,-88.951369,$,3.0
9,OIdp5suqgOTBgqdr3VaLZw,Red Robin Gourmet Burgers,61761,40.5091234003559,-88.9514493598023,$$,2.5
