,ID,Name,Zipcode,Latitude,Longitude,Price,Rating
0,c3nl-5GwE831rNCzYC4Tjw,Cravings Cupcakery,22192,38.6849617315373,-77.3170398920774,$$,4.0
1,V_S02DcVHa1owurKficG7A,Presto! Pizza,22192,38.6740669993886,-77.3331842024672,$$,4.5
2,39JeJL7wTQEbQvUuKzv-nw,Sushi Bae,22192,38.6838053848441,-77.3189063180029,$$,3.5
3,pMKUB8Kq9D8ou5gOmv2CIQ,MOD Pizza,22192,38.6537086,-77.3053668,$$,4.0
4,xFQ8IiEf1vjGfUxpp4Oyhw,Sweet Frog Premium Frozen Yogurt,22192,38.6530494689941,-77.3085479736328,$$,4.0
5,cNUNoSQPAdR1U9Vf0D56qQ,Chick-fil-A,22192,38.6724223226181,-77.33447317732,$,3.0
6,ia_7SvjIN310weaekqPkbA,Chuy's,22192,38.6502777682375,-77.2906380846551,$$,3.5
7,_siIJYwr_H1yuoxXaAwQfg,Starbucks,22192,38.674593,-77.33473,$$,4.0
8,1TYZzpMsNydTiA_iIPiSXQ,El Paso,22192,38.6522447190063,-77.3044694212936,$,4.0
9,fLjpLF5NB6EYU9fahwBlog,Brittany's Restaurant & Sports Bar,22192,38.6840439,-77.3185196,$$,3.0
10,X4L4pccaANwxb4KIzoj7rQ,Jersey Mike's Subs,22192,38.6514931,-77.301506,$,3.5
11,dRrPdRHQDd_Ag7a-oGQX8w,Paisano's Pizza,22192,38.6835585520962,-77.3174542812546,$,3.0
12,4US5bbCS8MMYjyq7r3mI4A,Starbucks,22192,38.685576,-77.311559,$$,2.5
13,eY7d_WJdCSzh8-tu0WcU0A,ALDI,22192,38.6539759,-77.3056413,$,4.0
14,h7JcWaJPBf-JwQk_X8_1YQ,Carrabba's Italian Grill,22192,38.6551269,-77.304133,$$,3.5
15,1AAWjhrnUVwATfqJJXqaKw,Fuddruckers,22192,38.6544661924233,-77.3053427147973,$$,3.5
16,rZfUBwKrC_D-nV5nErcn1Q,Famous Dave's Bar-B-Que,22192,38.653,-77.28813,$$,3.5
17,zZbbMMkrXX43HFyyYbwcTQ,Taste of Tandoor,22192,38.6530233949007,-77.3058465949488,$$,4.0
18,ajteQrM3TSLDfWRcdPxd2g,Chuck E. Cheese's,22192,38.650501616985,-77.2983421989884,$$,3.5
