,ID,Name,Zipcode,Latitude,Longitude,Price,Rating
0,u8UjdNWvk96knvahkuZiSQ,Chik'n & Mi,40206,38.258596,-85.702409,$$,4.5
1,Jc5FCvNQAAhPQX_KJZOfBQ,Apocalypse Brew Works,40206,38.2565968979592,-85.7202351093292,$,4.5
2,a17XPH0VtCRjyyOhNj1vpA,The Silver Dollar,40206,38.25716,-85.71663,$$,4.0
3,gXPrfBmt1uWSSusXw_FfEQ,Lupo,40206,38.25946,-85.72223,$$,4.0
4,3zM4r293wDg1tksq05kCDQ,Con Huevos,40206,38.25369,-85.70156,$$,4.5
5,0Kec4LNOE_tSLg_cmhfmiA,North End Cafe,40206,38.257383,-85.718606,$$,4.0
6,Y8OsM-ID5dAQK5CGHh2GWg,Heine Brothers' Coffee - Crescent Hill,40206,38.2542724609375,-85.6933441162109,$,4.0
7,00wVFrhJDKzDnXL6hQUalA,Smok'N Cantina,40206,38.25219,-85.70014,$,4.0
8,i_G9vksYwNkcIBUZLiiJNA,Vint,40206,38.2536,-85.70311,$,4.5
9,MI7ruZqJbhDWJ9PmsROMig,DiFabio's Casapela,40206,38.25354,-85.70278,$$,4.0
10,yp1g6-e7EMZmOmNfDNbbsw,Varanese,40206,38.2539253234863,-85.7081604003906,$$$,4.0
11,dJ0UVZjRGZ1LSqK6Jp90og,Mirin,40206,38.25471,-85.70965,$$,4.0
12,uIseS-mYSBVD7_6SYkt-Qg,Time 4 Thai,40206,38.2534232717543,-85.7057147032217,$$,4.0
13,X5qemNkH2vDqIRKX3UEWqQ,Butchertown Pizza Hall,40206,38.2563,-85.72793,$,4.0
14,AKGF6Z0MyNBqmQTev96KfA,Porcini,40206,38.25471,-85.69207,$$$,4.0
15,_5E8oCoFMGAjHt8p-A9MqQ,Hilltop Tavern,40206,38.25654,-85.71665,$,4.0
16,tMOWuQPAshtf--r2W1ConA,El Mundo,40206,38.2537117004395,-85.701286315918,$$,4.0
17,6lLx8Km4Mji5oZ1QgKRzDg,Butchertown Grocery,40206,38.25586,-85.73078,$$$,4.5
18,ApjYgqbAh162LeeNybIn9w,Comfy Cow,40206,38.253643,-85.7054672,$,4.5
19,pz0Mt2UBPVcRV8bL7PnYdQ,Sweet Surrender Dessert Cafe,40206,38.25643,-85.71652,$$,4.0
20,lJVjW9gheIpIzBUnvmeqmA,The Irish Rover,40206,38.2536828764985,-85.7025048603756,$$,4.0
21,TgcDKmGwgmtlSZkrM2Tf8A,J. Gumbo's,40206,38.25434,-85.70786,$,4.0
22,V_At7qrfEQlHvPwOn6GsGA,Le Moo,40206,38.24517,-85.7035,$$$,4.0
23,E7FmivhycJMFb8dASdXRgg,Lexie Lu's,40206,38.25875,-85.72654,$,3.0
24,3mGYHWDcYt-7OCgVfXPE4g,Crescent Hill Craft House,40206,38.2542915,-85.6946182,$$,4.0
25,FoPleAhKrOxlhtbaTiNHJQ,Game,40206,38.2458699,-85.70468,$$,4.0
26,JkzgSIDgBEf7_jr759d-Lg,The Grape Leaf,40206,38.25369,-85.70576,$$,4.0
