,ID,Name,Zipcode,Latitude,Longitude,Price,Rating
0,XP7JtmdiyFXp6yHkzixPGw,Catered with Class,94591,38.10856,-122.21234,NA,4.5
1,WmAWsOrPxtT4dqsYE-XiUQ,MOD Pizza,94591,38.1318491,-122.2156496,$$,3.5
2,N6wjL35imRGQe8NeFlTtcw,Cold Stone Creamery,94591,38.133350694414,-122.218384,$,2.5
3,hdUEJ1ouaMmvWxKlpFI9Ag,Rubio's Coastal Grill,94591,38.133341,-122.218315,$,2.5
4,0qRxZMMVrlBisZppjnxtSA,Chick-fil-A,94591,38.1360796512175,-122.214405003155,$,3.5
5,K3JlGUgW6dox4OSUao9zvw,Sac's Tasty Hot Dogs,94591,38.1058445,-122.2113821,$,4.5
6,Zvs30pUbVEo9AxqiRm8E8w,Chevys Fresh Mex,94591,38.1348638185289,-122.218380262653,$$,3.5
7,tJVtz1DmQnhIWOE95nZB0Q,Olive Garden Italian Restaurant,94591,38.1351025419947,-122.217389155962,$$,3.0
8,zf_sl3pC0m2GfMYZPG2Okg,Black Angus Steakhouse,94591,38.1330934,-122.2168793,$$,3.0
9,ariFulmk4z1ZHUzg-z_zEQ,IHOP,94591,38.13308,-122.21613,$$,2.0
