,ID,Name,Zipcode,Latitude,Longitude,Price,Rating
0,TpA6m4T-YUUpWdfsfxbz-Q,Borreguitas BarExpress,91766,34.0508138947814,-117.750004082941,$,5.0
1,Y-r8WS3yF52XJE6DRkgfBg,The Slummin' Gourmet,91766,34.0576,-117.74851,$$,5.0
2,OOWeCS-ygI8kOD3XKYKQAg,Kittys Cafe and Bakery,91766,34.0561849835574,-117.751054465771,$,5.0
3,stbY0gH3lkRs3x3SDPCkhg,Pieology Pizzeria,91766,34.03525,-117.75931,$,4.0
4,Zgxo_vCrWo0VxODa3qaTDQ,Yogurtland,91766,34.0340297452013,-117.756847739309,$,4.0
5,s1_nr_I408H24JOWyi6-sQ,Mexico Lindo,91766,34.0501099,-117.74952,$,4.0
6,YFYcvO7c54PCZ-5vjiy01A,Mi Cafecito Coffee,91766,34.0584033,-117.7525123,$,4.5
7,ck_Xl0x-iUg0EVAOhJ96Sg,Metro Ale House & Grill,91766,34.0581009,-117.7491421,$$,4.0
8,Mz6Cbf4xrQL1pUpfGo_3mw,WinCo Foods,91766,34.0259823366685,-117.761560013024,$,4.0
9,gYV62MGj-RxU1EjldtoP7w,Corky's Kitchen & Bakery,91766,34.0340241552359,-117.75832294714,$$,3.5
10,7gE681R43fhRkZNO_k1qRQ,Tacos Mexico,91766,34.0298422,-117.7489509,$,2.5
11,RUQa9cjyLVhrKfLQmPvJrQ,Starbucks,91766,34.02839,-117.760768,$$,3.0
12,6L8GCbJ8jDeYTy1TnMFEmw,Starbucks,91766,34.055378,-117.750293,$,3.0
13,cVl1OIc82EVH4VAmxsV05A,Domino's Pizza,91766,34.0482406616211,-117.750152587891,$$,2.5
