,Population,"Households with household income $200,000 or more",Median family income,Households,Name,zipcode,"Percent of households with income over $200,000"
5406,7466.0,37.0,61750.0,3186.0,ZCTA5 17857,17857,1.1613308223477714
5407,2807.0,37.0,61324.0,1149.0,ZCTA5 17859,17859,3.2201914708442123
5408,2557.0,67.0,62292.0,1003.0,ZCTA5 17860,17860,6.679960119641076
5409,113.0,0.0,76607.0,44.0,ZCTA5 17861,17861,0.0
5410,517.0,0.0,30688.0,188.0,ZCTA5 17862,17862,0.0
5411,2335.0,5.0,51429.0,710.0,ZCTA5 17864,17864,0.7042253521126761
5412,136.0,0.0,43977.0,43.0,ZCTA5 17865,17865,0.0
5413,10480.0,35.0,41725.0,3348.0,ZCTA5 17866,17866,1.0454002389486259
5414,178.0,0.0,62917.0,74.0,ZCTA5 17867,17867,0.0
5415,986.0,9.0,55769.0,429.0,ZCTA5 17868,17868,2.097902097902098
5416,15166.0,334.0,66354.0,5484.0,ZCTA5 17870,17870,6.090444930707513
5417,9330.0,25.0,46607.0,4336.0,ZCTA5 17872,17872,0.5765682656826568
5418,1703.0,0.0,50795.0,814.0,ZCTA5 17876,17876,0.0
5419,1361.0,12.0,58173.0,536.0,ZCTA5 17878,17878,2.2388059701492535
5420,138.0,16.0,NA,43.0,ZCTA5 17880,17880,37.2093023255814
5421,1329.0,9.0,54279.0,620.0,ZCTA5 17881,17881,1.4516129032258065
5422,266.0,0.0,44375.0,108.0,ZCTA5 17884,17884,0.0
5423,171.0,0.0,55938.0,66.0,ZCTA5 17885,17885,0.0
5424,1088.0,17.0,67232.0,424.0,ZCTA5 17886,17886,4.009433962264151
5425,287.0,0.0,31534.0,182.0,ZCTA5 17887,17887,0.0
5426,289.0,2.0,52500.0,116.0,ZCTA5 17888,17888,1.7241379310344827
5427,2766.0,51.0,71875.0,965.0,ZCTA5 17889,17889,5.284974093264249
5428,23719.0,162.0,61414.0,9841.0,ZCTA5 17901,17901,1.6461741692917384
5429,363.0,0.0,55625.0,169.0,ZCTA5 17920,17920,0.0
5430,7509.0,20.0,60234.0,2815.0,ZCTA5 17921,17921,0.7104795737122558
5431,4973.0,36.0,73981.0,1997.0,ZCTA5 17922,17922,1.8027040560841263
5432,501.0,0.0,58571.0,184.0,ZCTA5 17923,17923,0.0
5433,456.0,0.0,56667.0,194.0,ZCTA5 17925,17925,0.0
5434,1741.0,0.0,57583.0,696.0,ZCTA5 17929,17929,0.0
5435,492.0,0.0,46964.0,202.0,ZCTA5 17930,17930,0.0
5436,8835.0,9.0,59122.0,2196.0,ZCTA5 17931,17931,0.4098360655737705
5437,113.0,0.0,NA,38.0,ZCTA5 17933,17933,0.0
5438,477.0,0.0,43182.0,192.0,ZCTA5 17934,17934,0.0
5439,1436.0,0.0,46625.0,598.0,ZCTA5 17935,17935,0.0
5440,811.0,5.0,68203.0,290.0,ZCTA5 17936,17936,1.7241379310344827
5441,2473.0,13.0,61641.0,946.0,ZCTA5 17938,17938,1.3742071881606766
5442,793.0,7.0,56875.0,318.0,ZCTA5 17941,17941,2.20125786163522
5443,91.0,0.0,NA,51.0,ZCTA5 17943,17943,0.0
5444,163.0,0.0,52344.0,67.0,ZCTA5 17944,17944,0.0
5445,137.0,0.0,51875.0,75.0,ZCTA5 17945,17945,0.0
5446,49.0,0.0,NA,29.0,ZCTA5 17946,17946,0.0
5447,4995.0,15.0,40303.0,1983.0,ZCTA5 17948,17948,0.7564296520423601
5448,345.0,0.0,45083.0,100.0,ZCTA5 17949,17949,0.0
5449,197.0,0.0,32422.0,98.0,ZCTA5 17951,17951,0.0
5450,235.0,0.0,39583.0,100.0,ZCTA5 17952,17952,0.0
5451,498.0,0.0,61250.0,226.0,ZCTA5 17953,17953,0.0
5452,4511.0,11.0,52434.0,1944.0,ZCTA5 17954,17954,0.565843621399177
5453,341.0,0.0,74500.0,164.0,ZCTA5 17957,17957,0.0
5454,1430.0,11.0,62404.0,608.0,ZCTA5 17959,17959,1.8092105263157896
5455,3813.0,57.0,68534.0,1560.0,ZCTA5 17960,17960,3.653846153846154
5456,6539.0,194.0,74544.0,2904.0,ZCTA5 17961,17961,6.680440771349862
5457,9417.0,17.0,67364.0,3573.0,ZCTA5 17963,17963,0.4757906521130702
5458,870.0,2.0,58155.0,302.0,ZCTA5 17964,17964,0.6622516556291391
5459,2045.0,3.0,54848.0,871.0,ZCTA5 17965,17965,0.3444316877152698
5460,2505.0,13.0,56656.0,1059.0,ZCTA5 17967,17967,1.2275731822474032
5461,251.0,4.0,63125.0,109.0,ZCTA5 17968,17968,3.669724770642202
5462,3094.0,1.0,49583.0,1347.0,ZCTA5 17970,17970,0.07423904974016332
5463,10981.0,188.0,72375.0,4509.0,ZCTA5 17972,17972,4.1694388999778225
5464,260.0,0.0,60556.0,149.0,ZCTA5 17974,17974,0.0
5465,6803.0,9.0,41445.0,2871.0,ZCTA5 17976,17976,0.3134796238244514
5466,209.0,0.0,41875.0,98.0,ZCTA5 17978,17978,0.0
5467,158.0,0.0,54375.0,96.0,ZCTA5 17979,17979,0.0
5468,3042.0,17.0,60278.0,1240.0,ZCTA5 17980,17980,1.370967741935484
5469,2707.0,7.0,52188.0,1039.0,ZCTA5 17981,17981,0.6737247353224254
5470,484.0,2.0,70865.0,184.0,ZCTA5 17982,17982,1.0869565217391304
5471,1443.0,0.0,55917.0,629.0,ZCTA5 17983,17983,0.0
5472,1181.0,11.0,63224.0,506.0,ZCTA5 17985,17985,2.1739130434782608
5473,5623.0,38.0,79148.0,2089.0,ZCTA5 18011,18011,1.8190521780756344
5474,17790.0,270.0,65648.0,6489.0,ZCTA5 18013,18013,4.160887656033287
5475,11369.0,131.0,65958.0,4346.0,ZCTA5 18014,18014,3.014265991716521
5476,33233.0,552.0,60244.0,11054.0,ZCTA5 18015,18015,4.99366745069658
5477,0.0,0.0,NA,0.0,ZCTA5 18016,18016,
5478,38086.0,838.0,79787.0,15015.0,ZCTA5 18017,18017,5.581085581085581
5479,32047.0,270.0,63853.0,13541.0,ZCTA5 18018,18018,1.993944317258696
5480,20918.0,754.0,89578.0,7495.0,ZCTA5 18020,18020,10.060040026684456
5481,780.0,3.0,64167.0,327.0,ZCTA5 18030,18030,0.9174311926605505
5482,9224.0,308.0,94972.0,3631.0,ZCTA5 18031,18031,8.482511704764528
5483,9350.0,22.0,62560.0,3739.0,ZCTA5 18032,18032,0.5883926183471516
5484,9057.0,323.0,99550.0,2811.0,ZCTA5 18034,18034,11.490572749911063
5485,110.0,0.0,80658.0,63.0,ZCTA5 18035,18035,0.0
5486,12829.0,363.0,96449.0,4733.0,ZCTA5 18036,18036,7.66955419395732
5487,7781.0,81.0,74375.0,3017.0,ZCTA5 18037,18037,2.6847862114683463
5488,2918.0,17.0,82083.0,1133.0,ZCTA5 18038,18038,1.500441306266549
5489,16606.0,568.0,99375.0,6116.0,ZCTA5 18040,18040,9.287115761935906
5490,5246.0,89.0,73810.0,2076.0,ZCTA5 18041,18041,4.2870905587668595
5491,42039.0,488.0,62317.0,15388.0,ZCTA5 18042,18042,3.171302313491032
5492,26256.0,532.0,87683.0,10148.0,ZCTA5 18045,18045,5.242412297989752
5493,47.0,0.0,NA,15.0,ZCTA5 18046,18046,0.0
5494,17548.0,330.0,80166.0,7431.0,ZCTA5 18049,18049,4.440855874041179
5495,3581.0,193.0,113606.0,1321.0,ZCTA5 18051,18051,14.610143830431491
5496,27359.0,248.0,67853.0,10935.0,ZCTA5 18052,18052,2.267946959304984
5497,2244.0,26.0,70417.0,840.0,ZCTA5 18053,18053,3.0952380952380953
5498,4483.0,91.0,83889.0,1649.0,ZCTA5 18054,18054,5.518496058217101
5499,12038.0,201.0,82353.0,4817.0,ZCTA5 18055,18055,4.172721610961179
5500,820.0,5.0,51563.0,330.0,ZCTA5 18056,18056,1.5151515151515151
5501,10154.0,104.0,59239.0,3818.0,ZCTA5 18058,18058,2.7239392352016765
5502,1083.0,22.0,94191.0,427.0,ZCTA5 18059,18059,5.152224824355972
5503,25280.0,746.0,94184.0,9922.0,ZCTA5 18062,18062,7.518645434388229
5504,503.0,0.0,36667.0,264.0,ZCTA5 18063,18063,0.0
5505,25301.0,672.0,90943.0,9293.0,ZCTA5 18064,18064,7.23124932745077
5506,5916.0,138.0,92074.0,2154.0,ZCTA5 18066,18066,6.406685236768802
5507,18424.0,195.0,80108.0,7380.0,ZCTA5 18067,18067,2.642276422764228
5508,0.0,0.0,NA,0.0,ZCTA5 18068,18068,
5509,7928.0,398.0,102370.0,2895.0,ZCTA5 18069,18069,13.747841105354059
5510,1302.0,0.0,42385.0,408.0,ZCTA5 18070,18070,0.0
5511,10377.0,106.0,66002.0,4078.0,ZCTA5 18071,18071,2.5993133889161353
5512,6465.0,88.0,71915.0,2432.0,ZCTA5 18072,18072,3.618421052631579
5513,9639.0,110.0,85987.0,3358.0,ZCTA5 18073,18073,3.275759380583681
5514,5841.0,156.0,86535.0,2256.0,ZCTA5 18074,18074,6.914893617021277
5515,2922.0,34.0,88750.0,1172.0,ZCTA5 18076,18076,2.901023890784983
5516,2348.0,78.0,96806.0,938.0,ZCTA5 18077,18077,8.315565031982942
5517,7219.0,270.0,96375.0,2796.0,ZCTA5 18078,18078,9.656652360515022
5518,493.0,0.0,54375.0,164.0,ZCTA5 18079,18079,0.0
5519,11523.0,77.0,75190.0,4753.0,ZCTA5 18080,18080,1.6200294550810017
5520,181.0,0.0,NA,128.0,ZCTA5 18081,18081,0.0
5521,451.0,2.0,70781.0,178.0,ZCTA5 18083,18083,1.1235955056179776
5522,1002.0,19.0,86429.0,367.0,ZCTA5 18085,18085,5.177111716621254
5523,570.0,8.0,NA,181.0,ZCTA5 18086,18086,4.41988950276243
5524,699.0,0.0,62756.0,281.0,ZCTA5 18087,18087,0.0
5525,8123.0,135.0,81636.0,3223.0,ZCTA5 18088,18088,4.188644120384734
5526,5432.0,52.0,73125.0,2399.0,ZCTA5 18091,18091,2.1675698207586493
5527,3058.0,118.0,87647.0,1185.0,ZCTA5 18092,18092,9.957805907172995
5528,4153.0,0.0,24353.0,1515.0,ZCTA5 18101,18101,0.0
5529,48692.0,71.0,32281.0,15577.0,ZCTA5 18102,18102,0.455800218270527
5530,47155.0,711.0,61838.0,17770.0,ZCTA5 18103,18103,4.0011254924029265
5531,44333.0,1237.0,81946.0,16390.0,ZCTA5 18104,18104,7.547284929835266
5532,22.0,0.0,NA,0.0,ZCTA5 18105,18105,
5533,7500.0,244.0,85417.0,3080.0,ZCTA5 18106,18106,7.922077922077922
5534,17619.0,42.0,41695.0,6499.0,ZCTA5 18109,18109,0.6462532697338051
5535,0.0,0.0,NA,0.0,ZCTA5 18195,18195,
5536,27065.0,99.0,41544.0,9861.0,ZCTA5 18201,18201,1.0039549741405538
5537,11857.0,63.0,48736.0,4556.0,ZCTA5 18202,18202,1.382791922739245
5538,8088.0,32.0,57642.0,2934.0,ZCTA5 18210,18210,1.0906612133606
5539,1596.0,0.0,79950.0,567.0,ZCTA5 18211,18211,0.0
5540,172.0,0.0,63333.0,70.0,ZCTA5 18212,18212,0.0
5541,1955.0,24.0,68194.0,753.0,ZCTA5 18214,18214,3.187250996015936
5542,946.0,2.0,46818.0,449.0,ZCTA5 18216,18216,0.4454342984409799
5543,2271.0,0.0,38194.0,1034.0,ZCTA5 18218,18218,0.0
5544,1626.0,33.0,80156.0,639.0,ZCTA5 18219,18219,5.164319248826291
5545,345.0,8.0,51875.0,150.0,ZCTA5 18220,18220,5.333333333333334
5546,539.0,0.0,68311.0,202.0,ZCTA5 18221,18221,0.0
5547,9196.0,98.0,83888.0,3507.0,ZCTA5 18222,18222,2.7944111776447107
5548,158.0,0.0,NA,85.0,ZCTA5 18223,18223,0.0
5549,5547.0,11.0,51488.0,2361.0,ZCTA5 18224,18224,0.46590427784836935
5550,125.0,0.0,NA,73.0,ZCTA5 18225,18225,0.0
5551,8975.0,40.0,60339.0,3346.0,ZCTA5 18229,18229,1.1954572624028692
5552,101.0,0.0,33750.0,41.0,ZCTA5 18230,18230,0.0
5553,455.0,0.0,67813.0,219.0,ZCTA5 18231,18231,0.0
5554,3834.0,0.0,35972.0,1666.0,ZCTA5 18232,18232,0.0
5555,472.0,0.0,NA,191.0,ZCTA5 18234,18234,0.0
5556,18907.0,130.0,63872.0,7681.0,ZCTA5 18235,18235,1.6924879572972271
5557,3276.0,8.0,45861.0,1363.0,ZCTA5 18237,18237,0.586940572267058
5558,229.0,0.0,43563.0,130.0,ZCTA5 18239,18239,0.0
5559,3804.0,28.0,61979.0,1607.0,ZCTA5 18240,18240,1.7423771001866835
5560,695.0,3.0,47188.0,297.0,ZCTA5 18241,18241,1.0101010101010102
5561,176.0,0.0,35156.0,89.0,ZCTA5 18242,18242,0.0
5562,309.0,0.0,62292.0,133.0,ZCTA5 18244,18244,0.0
5563,297.0,0.0,52656.0,110.0,ZCTA5 18245,18245,0.0
5564,166.0,0.0,65694.0,78.0,ZCTA5 18246,18246,0.0
5565,587.0,0.0,63750.0,229.0,ZCTA5 18248,18248,0.0
5566,3796.0,82.0,78750.0,1536.0,ZCTA5 18249,18249,5.338541666666666
5567,2977.0,54.0,78077.0,1154.0,ZCTA5 18250,18250,4.679376083188909
5568,55.0,0.0,NA,37.0,ZCTA5 18251,18251,0.0
5569,10834.0,26.0,50703.0,4504.0,ZCTA5 18252,18252,0.5772646536412078
5570,926.0,3.0,55481.0,414.0,ZCTA5 18254,18254,0.7246376811594203
5571,4572.0,23.0,59191.0,1832.0,ZCTA5 18255,18255,1.2554585152838427
5572,380.0,0.0,72782.0,167.0,ZCTA5 18256,18256,0.0
5573,30706.0,325.0,71073.0,9690.0,ZCTA5 18301,18301,3.3539731682146545
5574,17042.0,167.0,72070.0,5966.0,ZCTA5 18302,18302,2.7991954408313777
5575,1240.0,0.0,44279.0,509.0,ZCTA5 18321,18321,0.0
5576,2706.0,17.0,67241.0,878.0,ZCTA5 18322,18322,1.9362186788154898
5577,141.0,8.0,108576.0,67.0,ZCTA5 18323,18323,11.940298507462686
5578,8934.0,89.0,54929.0,3192.0,ZCTA5 18324,18324,2.788220551378446
5579,2609.0,31.0,72350.0,893.0,ZCTA5 18325,18325,3.4714445688689812
5580,4622.0,60.0,75795.0,1701.0,ZCTA5 18326,18326,3.527336860670194
5581,444.0,3.0,62000.0,231.0,ZCTA5 18327,18327,1.2987012987012987
5582,7375.0,73.0,67643.0,2636.0,ZCTA5 18328,18328,2.7693474962063735
5583,7532.0,63.0,82109.0,2638.0,ZCTA5 18330,18330,2.3881728582259285
5584,613.0,0.0,NA,227.0,ZCTA5 18331,18331,0.0
5585,2949.0,37.0,75268.0,1048.0,ZCTA5 18332,18332,3.5305343511450387
5586,281.0,0.0,NA,137.0,ZCTA5 18333,18333,0.0
5587,5595.0,16.0,65661.0,1675.0,ZCTA5 18334,18334,0.9552238805970149
5588,862.0,13.0,60313.0,318.0,ZCTA5 18335,18335,4.088050314465408
5589,3979.0,30.0,68512.0,1601.0,ZCTA5 18336,18336,1.8738288569643973
5590,14303.0,435.0,92034.0,5069.0,ZCTA5 18337,18337,8.58157427500493
5591,160.0,8.0,158125.0,59.0,ZCTA5 18340,18340,13.559322033898304
5592,441.0,0.0,NA,179.0,ZCTA5 18342,18342,0.0
5593,4182.0,105.0,68320.0,1570.0,ZCTA5 18343,18343,6.687898089171974
5594,3500.0,84.0,63409.0,1267.0,ZCTA5 18344,18344,6.629834254143646
5595,2617.0,16.0,55263.0,866.0,ZCTA5 18346,18346,1.8475750577367205
5596,2330.0,0.0,53078.0,1217.0,ZCTA5 18347,18347,0.0
5597,186.0,9.0,NA,117.0,ZCTA5 18349,18349,7.6923076923076925
5598,1727.0,90.0,51638.0,737.0,ZCTA5 18350,18350,12.211668928086839
5599,482.0,13.0,68750.0,199.0,ZCTA5 18351,18351,6.532663316582915
5600,1330.0,34.0,59048.0,363.0,ZCTA5 18352,18352,9.366391184573002
5601,12148.0,250.0,78306.0,4124.0,ZCTA5 18353,18353,6.062075654704171
5602,846.0,43.0,120536.0,283.0,ZCTA5 18354,18354,15.19434628975265
5603,1319.0,32.0,81630.0,470.0,ZCTA5 18355,18355,6.808510638297872
5604,151.0,0.0,135350.0,43.0,ZCTA5 18356,18356,0.0
5605,197.0,0.0,NA,77.0,ZCTA5 18357,18357,0.0
5606,27000.0,391.0,69970.0,9663.0,ZCTA5 18360,18360,4.046362413329193
5607,919.0,0.0,79167.0,385.0,ZCTA5 18370,18370,0.0
5608,1173.0,0.0,114429.0,319.0,ZCTA5 18371,18371,0.0
5609,2712.0,52.0,47023.0,789.0,ZCTA5 18372,18372,6.590621039290241
5610,7138.0,101.0,74679.0,2825.0,ZCTA5 18403,18403,3.5752212389380533
5611,2531.0,19.0,63889.0,1004.0,ZCTA5 18405,18405,1.8924302788844622
5612,13441.0,125.0,53203.0,5801.0,ZCTA5 18407,18407,2.1548008963971728
5613,22011.0,602.0,89600.0,8727.0,ZCTA5 18411,18411,6.898132233298957
5614,170.0,0.0,21944.0,109.0,ZCTA5 18413,18413,0.0
5615,5322.0,124.0,77853.0,2047.0,ZCTA5 18414,18414,6.057645334636053
5616,1015.0,21.0,74583.0,456.0,ZCTA5 18415,18415,4.605263157894736
5617,997.0,2.0,70375.0,421.0,ZCTA5 18417,18417,0.4750593824228029
5618,4940.0,42.0,61438.0,1724.0,ZCTA5 18419,18419,2.436194895591647
5619,36.0,0.0,NA,22.0,ZCTA5 18420,18420,0.0
5620,5315.0,52.0,59803.0,2006.0,ZCTA5 18421,18421,2.59222333000997
5621,5181.0,71.0,65000.0,2050.0,ZCTA5 18424,18424,3.463414634146342
5622,1329.0,25.0,65288.0,513.0,ZCTA5 18425,18425,4.8732943469785575
5623,4300.0,28.0,50283.0,1855.0,ZCTA5 18426,18426,1.509433962264151
5624,50.0,0.0,NA,37.0,ZCTA5 18427,18427,0.0
5625,12240.0,111.0,67275.0,4772.0,ZCTA5 18428,18428,2.3260687342833193
5626,12.0,0.0,NA,9.0,ZCTA5 18430,18430,0.0
5627,11968.0,169.0,56365.0,4887.0,ZCTA5 18431,18431,3.4581542868835684
5628,6480.0,97.0,59934.0,2578.0,ZCTA5 18433,18433,3.7626066718386344
5629,4043.0,50.0,60000.0,1588.0,ZCTA5 18434,18434,3.1486146095717884
5630,700.0,34.0,100357.0,332.0,ZCTA5 18435,18435,10.240963855421686
5631,12976.0,97.0,64095.0,5042.0,ZCTA5 18436,18436,1.9238397461324872
5632,210.0,2.0,58958.0,96.0,ZCTA5 18437,18437,2.083333333333333
5633,1190.0,0.0,71667.0,521.0,ZCTA5 18438,18438,0.0
5634,437.0,0.0,75938.0,200.0,ZCTA5 18439,18439,0.0
5635,258.0,0.0,25972.0,132.0,ZCTA5 18441,18441,0.0
5636,515.0,10.0,72061.0,194.0,ZCTA5 18443,18443,5.154639175257731
5637,13882.0,254.0,80175.0,5299.0,ZCTA5 18444,18444,4.793357237214569
5638,2577.0,34.0,57031.0,967.0,ZCTA5 18445,18445,3.5160289555325748
5639,3493.0,33.0,63092.0,1399.0,ZCTA5 18446,18446,2.3588277340957826
5640,10744.0,76.0,62083.0,4594.0,ZCTA5 18447,18447,1.654331737048324
5641,581.0,17.0,54267.0,249.0,ZCTA5 18451,18451,6.827309236947792
5642,4747.0,23.0,62045.0,2226.0,ZCTA5 18452,18452,1.0332434860736748
5643,1010.0,6.0,50227.0,420.0,ZCTA5 18453,18453,1.4285714285714286
5644,4.0,0.0,NA,4.0,ZCTA5 18454,18454,0.0
5645,69.0,0.0,110000.0,32.0,ZCTA5 18455,18455,0.0
5646,435.0,12.0,65227.0,188.0,ZCTA5 18456,18456,6.382978723404255
5647,205.0,0.0,57724.0,85.0,ZCTA5 18457,18457,0.0
5648,2875.0,39.0,69167.0,1167.0,ZCTA5 18458,18458,3.3419023136246784
5649,54.0,0.0,NA,14.0,ZCTA5 18459,18459,0.0
5650,173.0,2.0,66923.0,83.0,ZCTA5 18460,18460,2.4096385542168677
5651,375.0,0.0,61016.0,170.0,ZCTA5 18461,18461,0.0
5652,426.0,3.0,71111.0,173.0,ZCTA5 18462,18462,1.7341040462427744
5653,224.0,3.0,72292.0,87.0,ZCTA5 18463,18463,3.4482758620689653
5654,1161.0,34.0,64375.0,578.0,ZCTA5 18464,18464,5.88235294117647
5655,1339.0,2.0,59750.0,561.0,ZCTA5 18465,18465,0.35650623885918004
5656,17629.0,176.0,61259.0,5357.0,ZCTA5 18466,18466,3.285420944558522
5657,408.0,0.0,73333.0,134.0,ZCTA5 18469,18469,0.0
5658,1978.0,28.0,83409.0,842.0,ZCTA5 18470,18470,3.32541567695962
5659,647.0,49.0,106667.0,242.0,ZCTA5 18471,18471,20.24793388429752
5660,7364.0,9.0,62604.0,1588.0,ZCTA5 18472,18472,0.5667506297229219
5661,667.0,0.0,63355.0,232.0,ZCTA5 18473,18473,0.0
5662,1256.0,14.0,47031.0,606.0,ZCTA5 18503,18503,2.31023102310231
5663,20138.0,91.0,52070.0,8322.0,ZCTA5 18504,18504,1.0934871425138186
5664,20485.0,118.0,51055.0,8249.0,ZCTA5 18505,18505,1.4304764213844101
5665,4910.0,48.0,72143.0,2085.0,ZCTA5 18507,18507,2.302158273381295
5666,12613.0,15.0,36968.0,4978.0,ZCTA5 18508,18508,0.3013258336681398
5667,13620.0,158.0,60470.0,4600.0,ZCTA5 18509,18509,3.4347826086956523
5668,14733.0,67.0,55243.0,4596.0,ZCTA5 18510,18510,1.4577893820713663
5669,11695.0,46.0,58938.0,5290.0,ZCTA5 18512,18512,0.8695652173913043
5670,5503.0,0.0,46935.0,2097.0,ZCTA5 18517,18517,0.0
5671,8172.0,91.0,57014.0,3779.0,ZCTA5 18518,18518,2.4080444562053454
5672,4639.0,6.0,54904.0,2024.0,ZCTA5 18519,18519,0.2964426877470355
5673,307.0,21.0,142500.0,110.0,ZCTA5 18602,18602,19.090909090909093
5674,19438.0,125.0,55399.0,8189.0,ZCTA5 18603,18603,1.5264379045060446
5675,4096.0,2.0,57031.0,1459.0,ZCTA5 18610,18610,0.1370801919122687
5676,18615.0,321.0,80128.0,6173.0,ZCTA5 18612,18612,5.2000647983152435
5677,2455.0,15.0,54922.0,1108.0,ZCTA5 18614,18614,1.3537906137184115
5678,1873.0,14.0,65833.0,704.0,ZCTA5 18615,18615,1.9886363636363635
5679,627.0,3.0,58542.0,260.0,ZCTA5 18616,18616,1.153846153846154
5680,1743.0,13.0,43100.0,717.0,ZCTA5 18617,18617,1.813110181311018
5681,3625.0,62.0,60375.0,1524.0,ZCTA5 18618,18618,4.0682414698162725
5682,277.0,0.0,60938.0,119.0,ZCTA5 18619,18619,0.0
5683,6221.0,28.0,64434.0,1971.0,ZCTA5 18621,18621,1.4205986808726534
5684,246.0,0.0,21667.0,85.0,ZCTA5 18622,18622,0.0
5685,2736.0,28.0,55694.0,1050.0,ZCTA5 18623,18623,2.666666666666667
5686,530.0,25.0,58542.0,225.0,ZCTA5 18624,18624,11.11111111111111
5687,493.0,20.0,105313.0,203.0,ZCTA5 18625,18625,9.852216748768473
5688,541.0,10.0,67917.0,200.0,ZCTA5 18626,18626,5.0
5689,228.0,7.0,46875.0,107.0,ZCTA5 18628,18628,6.5420560747663545
5690,1595.0,14.0,55313.0,643.0,ZCTA5 18629,18629,2.177293934681182
5691,3107.0,59.0,57824.0,1232.0,ZCTA5 18630,18630,4.788961038961039
5692,1394.0,10.0,52083.0,559.0,ZCTA5 18631,18631,1.7889087656529516
5693,470.0,0.0,47692.0,199.0,ZCTA5 18632,18632,0.0
5694,13373.0,62.0,51303.0,5755.0,ZCTA5 18634,18634,1.0773240660295396
5695,4055.0,16.0,61759.0,1648.0,ZCTA5 18635,18635,0.9708737864077669
5696,1453.0,10.0,51000.0,536.0,ZCTA5 18636,18636,1.8656716417910446
5697,17470.0,209.0,59587.0,7379.0,ZCTA5 18640,18640,2.8323621086868136
5698,6706.0,65.0,64492.0,2664.0,ZCTA5 18641,18641,2.43993993993994
5699,4353.0,62.0,67008.0,1842.0,ZCTA5 18642,18642,3.3659066232356136
5700,12440.0,148.0,68054.0,5346.0,ZCTA5 18643,18643,2.7684249906472127
5701,7147.0,120.0,77500.0,3026.0,ZCTA5 18644,18644,3.965631196298744
5702,8396.0,25.0,42969.0,3668.0,ZCTA5 18651,18651,0.6815703380588877
5703,107.0,0.0,69444.0,40.0,ZCTA5 18653,18653,0.0
5704,5853.0,23.0,62863.0,2385.0,ZCTA5 18655,18655,0.9643605870020965
5705,2271.0,19.0,59286.0,916.0,ZCTA5 18656,18656,2.074235807860262
5706,11933.0,158.0,69964.0,4778.0,ZCTA5 18657,18657,3.3068229384679784
5707,3564.0,11.0,68533.0,1420.0,ZCTA5 18660,18660,0.7746478873239436
5708,5804.0,43.0,66094.0,2354.0,ZCTA5 18661,18661,1.826677994902294
5709,3514.0,7.0,20300.0,950.0,ZCTA5 18701,18701,0.7368421052631579
5710,39618.0,265.0,50415.0,15333.0,ZCTA5 18702,18702,1.7282984412704625
5711,31108.0,257.0,63718.0,13583.0,ZCTA5 18704,18704,1.8920709710667747
5712,14592.0,95.0,54493.0,6340.0,ZCTA5 18705,18705,1.498422712933754
5713,15882.0,109.0,56917.0,6856.0,ZCTA5 18706,18706,1.5898483080513421
5714,16124.0,550.0,91027.0,6016.0,ZCTA5 18707,18707,9.142287234042554
5715,9018.0,287.0,90934.0,3479.0,ZCTA5 18708,18708,8.249496981891348
5716,2945.0,0.0,52774.0,1406.0,ZCTA5 18709,18709,0.0
5717,8056.0,77.0,62042.0,3448.0,ZCTA5 18801,18801,2.2331786542923435
5718,5832.0,41.0,54740.0,2392.0,ZCTA5 18810,18810,1.7140468227424748
5719,1771.0,59.0,85250.0,675.0,ZCTA5 18812,18812,8.74074074074074
5720,200.0,0.0,56250.0,55.0,ZCTA5 18814,18814,0.0
5721,143.0,3.0,78194.0,50.0,ZCTA5 18816,18816,6.0
5722,174.0,0.0,62500.0,69.0,ZCTA5 18817,18817,0.0
5723,1232.0,6.0,61667.0,553.0,ZCTA5 18818,18818,1.0849909584086799
5724,1179.0,0.0,59375.0,513.0,ZCTA5 18821,18821,0.0
5725,3518.0,11.0,53625.0,1503.0,ZCTA5 18822,18822,0.7318695941450433
5726,232.0,0.0,76250.0,92.0,ZCTA5 18823,18823,0.0
5727,1426.0,28.0,58295.0,561.0,ZCTA5 18824,18824,4.991087344028521
5728,136.0,0.0,50313.0,50.0,ZCTA5 18825,18825,0.0
5729,1694.0,35.0,57417.0,692.0,ZCTA5 18826,18826,5.057803468208093
5730,336.0,0.0,36696.0,148.0,ZCTA5 18828,18828,0.0
5731,789.0,6.0,55000.0,301.0,ZCTA5 18829,18829,1.9933554817275747
5732,618.0,9.0,67228.0,294.0,ZCTA5 18830,18830,3.061224489795918
5733,1473.0,3.0,55625.0,518.0,ZCTA5 18831,18831,0.5791505791505791
5734,1994.0,17.0,63125.0,713.0,ZCTA5 18832,18832,2.3842917251051894
5735,1950.0,15.0,55000.0,782.0,ZCTA5 18833,18833,1.9181585677749362
5736,3430.0,40.0,54800.0,1430.0,ZCTA5 18834,18834,2.797202797202797
5737,3065.0,28.0,56938.0,1145.0,ZCTA5 18837,18837,2.445414847161572
5738,10818.0,154.0,68712.0,4810.0,ZCTA5 18840,18840,3.2016632016632016
5739,291.0,4.0,55000.0,114.0,ZCTA5 18842,18842,3.508771929824561
5740,273.0,0.0,71429.0,128.0,ZCTA5 18843,18843,0.0
5741,2038.0,20.0,62708.0,746.0,ZCTA5 18844,18844,2.680965147453083
5742,323.0,12.0,53750.0,122.0,ZCTA5 18845,18845,9.836065573770492
5743,1004.0,7.0,65625.0,332.0,ZCTA5 18846,18846,2.108433734939759
5744,5682.0,22.0,51064.0,2297.0,ZCTA5 18847,18847,0.957771005659556
